categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;09:55:47;1;SAN TELMO;;911.0;-34.618631211707104;-58.3716364699425;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;02:24:34;14;PALERMO;;5635.0;-34.586455378627804;-58.4395809915544;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;08:09:48;11;VILLA DEL PARQUE;;2992.0;-34.5999361990857;-58.4863256032679;GCS Web;Masculino;Cerrado;29/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;17:50:15;6;CABALLITO;;1700.0;-34.624481625718005;-58.4544498201437;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;01:42:19;12;VILLA URQUIZA;;5165.0;-34.563482005412;-58.4928283864777;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;01:37:13;12;VILLA URQUIZA;;5139.0;-34.564727201869395;-58.491657571088496;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;13:51:05;7;FLORES;;184.0;-34.628307075269696;-58.4540968964157;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;12:19:20;11;VILLA SANTA RITA;;1920.0;-34.6121962207958;-58.4862641997922;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;17:47:02;5;ALMAGRO;;24.0;-34.6118950295123;-58.4208485427771;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;10:26:09;6;CABALLITO;;54.0;-34.6176614582322;-58.4368956940872;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;11:54:29;13;BELGRANO;;1456.0;-34.559340728716194;-58.44480319141629;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;15:22:40;12;SAAVEDRA;;4624.0;-34.5577714986971;-58.489683791092;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;17:25:45;13;BELGRANO;;1930.0;-34.565251365332195;-58.4581516651949;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;17:07:25;13;BELGRANO;;2035.0;-34.55447692963;-58.4581728160159;GCS Web;Masculino;Cerrado;21/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;13:47:18;4;BOCA;;930.0;-34.643942146033;-58.3632433901638;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;18:33:24;12;VILLA URQUIZA;;5102.0;-34.5715284805492;-58.4892497382487;GCS Web;Masculino;Cerrado;21/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;22:15:52;14;PALERMO;;3901.0;-34.5692150402756;-58.4275070735707;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;20/12/2021;23:46:38;15;VILLA CRESPO;;2942.0;-34.5974675946099;-58.44802349560351;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;19:36:44;14;PALERMO;;4709.0;-34.5906177038416;-58.427189583931;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;00:44:01;1;PUERTO MADERO;;550.0;-34.6114822153546;-58.3609795461549;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;09:48:46;3;BALVANERA;;146.0;-34.611457969281;-58.400317063586;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;14:50:11;13;NUÑEZ;;2350.0;-34.5540281752492;-58.4625654394178;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;20:01:50;12;VILLA URQUIZA;;4141.0;-34.578695669175;-58.4794677751839;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;09:24:55;15;CHACARITA;;640.0;-34.5848601430718;-58.454368962421206;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;21:33:14;5;ALMAGRO;;1050.0;-34.5981292126874;-58.4190144992245;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;17:19:10;13;BELGRANO;;2321.0;-34.5668659594454;-58.4496288782544;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;23:13:30;13;BELGRANO;;2789.0;-34.5579832159652;-58.46532780479429;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;10:46:42;2;RECOLETA;;1940.0;-34.5888314534581;-58.399549209852;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;08:44:43;2;RECOLETA;;2197.0;-34.5864954970952;-58.4067256280116;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;19:35:19;3;BALVANERA;;436.0;-34.604189414947804;-58.39537154478371;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;21/12/2021;21:05:36;1;SAN NICOLAS;;101.0;-34.607812114172;-58.391951410417;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;13:41:31;5;ALMAGRO;;4157.0;-34.6045286983566;-58.4237461839892;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;10:09:06;2;RECOLETA;;1901.0;-34.587607706464404;-58.390586316587296;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;15:01:24;1;MONSERRAT;;299.0;-34.6157976740463;-58.37031691269689;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;11:42:35;12;VILLA PUEYRREDON;;5141.0;-34.5796753344455;-58.501035956855496;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;08:46:16;13;BELGRANO;;1841.0;-34.5638971093883;-58.453573651525495;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;00:09:12;3;BALVANERA;;475.0;-34.6036517090812;-58.3994944824245;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;07:30:35;12;VILLA URQUIZA;;5102.0;-34.5715284805492;-58.4892497382487;App BA 147;Masculino;Cerrado;22/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;13:24:50;13;BELGRANO;;1841.0;-34.5638971093883;-58.453573651525495;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;07:27:55;7;FLORES;;64.0;-34.6279840225566;-58.4573466734473;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;08:53:47;15;CHACARITA;;640.0;-34.5848601430718;-58.454368962421206;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;08:16:39;14;PALERMO;;4454.0;-34.5886416334969;-58.4228577082424;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;11:08:42;13;BELGRANO;;2567.0;-34.549726383453105;-58.4471070517727;GCS Web;Masculino;Cerrado;22/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;01:32:46;14;PALERMO;;5635.0;-34.586455378627804;-58.4395809915544;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;20:04:58;3;SAN CRISTOBAL;;885.0;-34.6200087884995;-58.404892649496205;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;22:39:44;12;SAAVEDRA;;2525.0;-34.546388709995604;-58.47148023661121;App BA 147;Femenino;Cerrado;23/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;22:02:57;6;CABALLITO;;134.0;-34.6197511592285;-58.430281622177;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;18:27:33;15;VILLA ORTUZAR;;1059.0;-34.5843135800041;-58.4694808497048;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;10:45:07;14;PALERMO;;3135.0;-34.576630374804694;-58.4136449652135;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;18:52:58;5;ALMAGRO;;3701.0;-34.6062067549369;-58.419437630139896;GCS Web;Femenino;Cerrado;23/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;16:57:37;4;BOCA;;326.0;-34.644592596342;-58.3640024190984;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;23:25:12;13;NUÑEZ;;1810.0;-34.5437380503748;-58.46426684736429;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;23:32:21;14;PALERMO;;2573.0;-34.5801285114434;-58.4264706440862;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;22/12/2021;19:54:42;3;BALVANERA;;2530.0;-34.6075271419934;-58.402424873090894;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;22:15:32;4;BOCA;;511.0;-34.6335297366926;-58.36750943397511;App BA 147;Femenino;Cerrado;27/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;07:58:11;15;CHACARITA;;640.0;-34.5848601430718;-58.454368962421206;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;00:51:17;12;VILLA URQUIZA;;;-34.5717093226694;-58.4775796249242;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;00:55:07;14;PALERMO;;3711.0;-34.5879708382696;-58.414737393373;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;04:31:24;1;MONSERRAT;;299.0;-34.6157976740463;-58.37031691269689;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;12:12:27;5;ALMAGRO;;678.0;-34.6023435343441;-58.4194310270197;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;12:43:16;13;NUÑEZ;;1872.0;-34.544104300689696;-58.4643890741041;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;00:06:18;14;PALERMO;;4898.0;-34.589471588158304;-58.429140306376;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;00:14:37;9;LINIERS;;451.0;-34.6438567622961;-58.5117953633926;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;07:57:49;1;MONSERRAT;;1586.0;-34.6137074613868;-58.3888088241159;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;22:49:17;14;PALERMO;;3136.0;-34.5805042606283;-58.410274868673;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;20:40:48;14;PALERMO;;2391.0;-34.5738352800648;-58.436907268371705;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;22:09:21;1;SAN NICOLAS;;158.0;-34.6059692981148;-58.3709440797126;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;23/12/2021;21:27:03;4;BOCA;;326.0;-34.644592596342;-58.3640024190984;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;24/12/2021;00:14:36;15;CHACARITA;;3750.0;-34.583389554421004;-58.451423579774;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;24/12/2021;02:20:42;5;ALMAGRO;;996.0;-34.6000640835898;-58.41777644896379;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;24/12/2021;11:54:52;2;RECOLETA;;1015.0;-34.5969931425425;-58.3917911654535;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;24/12/2021;12:22:57;15;VILLA CRESPO;;775.0;-34.5966110478196;-58.4398840024924;GCS Web;Femenino;Cerrado;27/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;24/12/2021;15:40:52;13;COLEGIALES;;2973.0;-34.5746473882464;-58.4503128325412;GCS Web;Otros;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;24/12/2021;21:30:25;13;BELGRANO;;1521.0;-34.5748049899978;-58.463574836823206;App BA 147;Masculino;Cerrado;27/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;24/12/2021;07:40:26;7;FLORES;;2171.0;-34.638776770082;-58.45111977059171;GCS Web;Masculino;Cerrado;27/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;25/12/2021;18:20:24;1;MONSERRAT;;850.0;-34.6117291488831;-58.3784533266968;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;25/12/2021;21:52:54;15;CHACARITA;;3578.0;-34.5812820793042;-58.451324348085606;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;25/12/2021;20:25:32;1;MONSERRAT;;299.0;-34.6157976740463;-58.37031691269689;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;25/12/2021;20:27:55;1;MONSERRAT;;853.0;-34.6174184495535;-58.3781855111768;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;01:30:33;11;VILLA DEL PARQUE;;2861.0;-34.6065550535992;-58.484608963826894;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;22:10:44;15;CHACARITA;;3522.0;-34.5809035634343;-58.45108974116511;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;01:32:23;14;PALERMO;;5515.0;-34.5879032361302;-58.439536188156296;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;01:49:56;1;MONSERRAT;;535.0;-34.6141915835831;-58.3746817222937;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;08:56:38;14;PALERMO;;6014.0;-34.5799557855098;-58.4395978615786;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;10:35:18;5;ALMAGRO;;4150.0;-34.610242837965004;-58.42520231324311;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;13:34:27;1;MONSERRAT;;299.0;-34.6157976740463;-58.37031691269689;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;08:07:56;15;VILLA CRESPO;;359.0;-34.6039644154698;-58.4413823495774;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;26/12/2021;16:31:49;14;PALERMO;;5332.0;-34.5755085182585;-58.434893721544505;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;01:17:07;10;FLORESTA;;70.0;-34.6347524069372;-58.48127869263829;App BA 147;Femenino;Cerrado;28/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;13:21:21;15;CHACARITA;;3978.0;-34.5849829220192;-58.453724428587;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;13:26:02;1;SAN NICOLAS;;944.0;-34.6049084305302;-58.3800318280025;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;18:54:09;15;CHACARITA;;795.0;-34.5919872369185;-58.447786389998896;App BA 147;Masculino;Abierto;;
